Loan ID,Customer Name,Customer City,Customer State,Customer Zip,Phone Number,Employment Status,Annual Income,Debt-to-Income %,Credit Score,Credit Tier,Co-Borrower,Dealership,Dealership City,Dealership State,Dealership Zip,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Category,New/Used,Vehicle Price,Down Payment,Trade-In Value,Taxes & Fees,Amount Financed,APR %,Loan Term (Months),Monthly Payment,Funding Date,Loan Purpose,Loan Officer,Loan Status,Delinquent Flag,Charge-Off Flag,Region
NRAF-2024-103185,Sarah Martin,Johnsonfort,WI,51865,(636) 427-2126,Part-Time,54000.00,29.9,581,Subprime,No,Cactus Wren Chevrolet,Mesa,AZ,85201,2021,Ford,F-150,Truck,Used,20700.00,1320.00,0.00,1770.00,21150.00,15.12,60,504.49,8/30/2024,Used Vehicle Purchase,P. Okafor,Current,0,0,West
NRAF-2024-103186,Lindsay Johnson,Georgeshire,FL,27747,(687) 967-4672,Part-Time,64000.00,14.7,633,Nonprime,Yes,Sierra Nevada Toyota,Reno,NV,89501,2024,Ford,F-150,Truck,New,41200.00,10950.00,0.00,2530.00,32780.00,13.75,75,653.79,12/17/2024,Private Party Purchase,L. Reyes,Current,0,0,West
NRAF-2024-103187,Joseph Flynn,South Deniseburgh,KS,37025,(333) 279-8821,Military,38000.00,34.3,510,Subprime,No,Silver State Motors,Las Vegas,NV,89101,2018,Toyota,Camry,Sedan,Used,19600.00,1880.00,0.00,1230.00,18950.00,18.75,72,440.28,2/12/2024,Used Vehicle Purchase,D. Nguyen,Paid Off,0,0,West
NRAF-2024-103188,Robert Foster,Markport,DC,61722,(961) 494-9185,Military,82000.00,26.1,706,Prime,No,Bluegrass Motors,Louisville,KY,40201,2024,Chevrolet,Equinox,SUV,New,30600.00,3700.00,0.00,1970.00,28870.00,8.74,72,516.68,4/22/2024,Private Party Purchase,T. Whitfield,Current,0,0,South
NRAF-2024-103189,Ellen Jones,Salazarton,ME,62574,(38) 495-2606,Military,88000.00,41.4,708,Prime,No,Pacific Coast Nissan,San Diego,CA,92101,2024,Chevrolet,Equinox,SUV,New,32400.00,3370.00,0.00,2220.00,31250.00,8.82,72,560.51,3/13/2024,Used Vehicle Purchase,T. Whitfield,Paid Off,0,0,West
NRAF-2024-103190,Brenda Williams,Jamesmouth,VI,04842,(614) 109-6615,Retired,76000.00,28,729,Prime,Yes,Bluegrass Motors,Louisville,KY,40201,2024,Jeep,Grand Cherokee,SUV,New,51800.00,440.00,0.00,4090.00,55450.00,6.35,72,928.16,4/22/2024,Lease Buyout,C. Fitzgerald,Current,0,0,South
NRAF-2024-103191,Kimberly Collier,South Lisa,WV,36444,(908) 850-6903,Full-Time,50000.00,38.4,659,Nonprime,No,Yellowstone Motors,Bozeman,MT,59715,2020,Chevrolet,Malibu,Sedan,Used,14300.00,1380.00,0.00,1220.00,14140.00,11.31,36,465.00,9/1/2024,Used Vehicle Purchase,T. Whitfield,Current,0,0,West
NRAF-2024-103192,Brenda Johnson,Floresfurt,VA,31344,(112) 027-3023,Part-Time,32000.00,35,547,Subprime,Yes,Lone Star Chevrolet,Dallas,TX,75201,2024,Chevrolet,Silverado 1500,Truck,New,41100.00,5260.00,0.00,2840.00,38680.00,16.03,72,839.68,1/29/2024,New Vehicle Purchase,S. Patel,Current,0,0,South
NRAF-2024-103193,Matthew White,Lake Shawn,WY,76748,(292) 072-2303,Military,79000.00,33.7,559,Subprime,No,Twin Cities Ford,Minneapolis,MN,55401,2019,Honda,Accord,Sedan,Used,18400.00,700.00,0.00,1630.00,19330.00,14.96,60,459.45,7/20/2024,Refinance,P. Okafor,Paid Off,0,0,Midwest
NRAF-2024-103194,John Scott,Riverafort,MS,11856,(511) 139-9773,Military,34000.00,14.3,438,Deep Subprime,No,Silver State Motors,Las Vegas,NV,89101,2020,Mazda,CX-5,SUV,Used,19100.00,1370.00,0.00,1690.00,19420.00,20.81,66,496.36,2/20/2024,Private Party Purchase,S. Patel,Current,0,0,West
NRAF-2024-103195,Tiffany Mcdowell,Reynoldsfort,OR,73852,(782) 360-8422,Part-Time,52000.00,30.9,575,Subprime,No,Prairie Wind Chevrolet,Omaha,NE,68101,2024,Mercedes-Benz,C-Class,Sedan,New,45200.00,5980.00,0.00,2910.00,42130.00,17.66,60,1062.05,4/7/2024,Used Vehicle Purchase,J. Chen,Current,0,0,Midwest
NRAF-2024-103196,Philip Reid,Marthashire,HI,51496,(486) 574-3062,Full-Time,80000.00,38.5,616,Nonprime,No,Summit Motors,Salt Lake City,UT,84101,2024,Mercedes-Benz,C-Class,Sedan,New,49200.00,1750.00,2900.00,3840.00,48390.00,12.99,84,880.05,11/7/2024,New Vehicle Purchase,C. Fitzgerald,Paid Off,0,0,West
NRAF-2024-103197,Mike Rogers,North Brandonberg,NM,48289,(991) 987-2029,Military,85000.00,25.5,619,Nonprime,Yes,Golden Gate Honda,San Francisco,CA,94102,2024,Mazda,CX-5,SUV,New,30700.00,3910.00,0.00,2020.00,28810.00,13.56,60,663.80,7/10/2024,Refinance,G. Sorensen,Delinquent 30,1,0,West
NRAF-2024-103198,Ann Young,South Laurie,KS,19114,(391) 419-8117,Full-Time,65000.00,15.4,714,Prime,No,Summit Motors,Salt Lake City,UT,84101,2018,BMW,3 Series,Sedan,Used,32300.00,6600.00,0.00,2840.00,28540.00,5.66,48,665.82,10/15/2024,Used Vehicle Purchase,T. Whitfield,Current,0,0,West
NRAF-2024-103199,Gregory Thomas,Mayohaven,RI,36981,(495) 044-3271,Military,29000.00,41.5,591,Subprime,Yes,Pacific Coast Nissan,San Diego,CA,92101,2018,Honda,Accord,Sedan,Used,21500.00,30.00,5600.00,1570.00,17440.00,13.55,72,355.18,1/11/2024,Refinance,D. Nguyen,Delinquent 30,1,0,West
NRAF-2024-103200,Shelby Simon,East Karen,AK,89504,(161) 693-6240,Retired,79000.00,37.9,765,Prime,No,Rocky Mountain Chevrolet,Provo,UT,84601,2018,Toyota,Tacoma,Truck,Used,20200.00,0.00,0.00,1800.00,22000.00,8.06,72,386.38,11/2/2024,Refinance,G. Sorensen,Current,0,0,West
NRAF-2024-103201,Samantha Ortega,New Laurentown,PA,70527,(632) 381-3705,Self-Employed,66000.00,13.2,654,Nonprime,No,Sunshine State Toyota,Orlando,FL,32801,2024,Jeep,Grand Cherokee,SUV,Used,29700.00,1460.00,11500.00,2080.00,18820.00,12.7,36,631.40,12/28/2024,Used Vehicle Purchase,B. Larsen,Current,0,0,South
NRAF-2024-103202,Dwayne Adams,Markberg,HI,63927,(659) 415-2583,Full-Time,46000.00,29.5,645,Nonprime,No,Yellowstone Motors,Bozeman,MT,59715,2021,Toyota,Camry,Sedan,Used,22300.00,1180.00,10000.00,1990.00,13110.00,9.98,60,278.42,7/9/2024,Used Vehicle Purchase,H. Blackwood,Current,0,0,West
NRAF-2024-103203,Jacob Hernandez,Wendybury,FL,42455,(164) 466-8471,Retired,71000.00,43,586,Subprime,No,Buckeye Auto Sales,Columbus,OH,43201,2021,Volkswagen,Jetta,Sedan,Used,11100.00,1560.00,0.00,800.00,10340.00,19.78,60,272.68,9/19/2024,Used Vehicle Purchase,D. Nguyen,Current,0,0,Midwest
NRAF-2024-103204,Michael Miller,Morganland,NE,01053,(915) 851-1858,Military,52000.00,28.6,541,Subprime,Yes,Twin Cities Ford,Minneapolis,MN,55401,2021,Ford,Escape,SUV,Used,15700.00,3180.00,7850.00,990.00,5660.00,16.58,60,139.39,9/19/2024,Used Vehicle Purchase,D. Nguyen,Current,0,0,Midwest
NRAF-2024-103205,Ronald Li,Lake Stephaniemouth,MD,20022,#VALUE!,Part-Time,51000.00,13.3,530,Subprime,No,Gem State Auto,Boise,ID,83701,2024,Hyundai,Tucson,SUV,New,28500.00,5490.00,0.00,1830.00,24840.00,17.84,48,727.60,5/29/2024,Used Vehicle Purchase,M. Alvarez,Current,0,0,West
NRAF-2024-103206,Rita Taylor,South Ericshire,DE,76909,(563) 167-6602,Retired,88000.00,17.5,761,Prime,No,Gulf Coast Honda,Tampa,FL,33601,2024,Nissan,Rogue,SUV,New,33100.00,0.00,0.00,2610.00,35710.00,6.85,48,852.64,3/4/2024,Private Party Purchase,L. Reyes,Current,0,0,South
NRAF-2024-103207,Betty Beck,Wendyland,MS,60548,(847) 871-8193,Military,71000.00,25.6,616,Nonprime,No,Sunshine State Toyota,Orlando,FL,32801,2024,Subaru,Outback,SUV,New,32500.00,4520.00,0.00,1960.00,29940.00,12.88,84,542.72,7/19/2024,Lease Buyout,P. Okafor,Current,0,0,South
NRAF-2024-103208,Brenda Sullivan,East James,KY,40654,(510) 473-0802,Military,95000.00,13.8,763,Prime,No,Bluebonnet Ford,Austin,TX,78701,2020,Mazda,CX-5,SUV,Used,17600.00,860.00,0.00,1300.00,18040.00,8.69,60,371.77,8/7/2024,Used Vehicle Purchase,D. Nguyen,Current,0,0,South
NRAF-2024-103209,Paige King,West Catherine,PR,55301,(824) 143-0444,Retired,98000.00,32.7,819,Super Prime,No,Pacific Coast Nissan,San Diego,CA,92101,2022,Jeep,Wrangler,SUV,Used,28300.00,210.00,0.00,2100.00,30190.00,5.03,60,570.14,5/30/2024,Used Vehicle Purchase,E. Whitmore,Current,0,0,West
NRAF-2024-103210,Herbert Garcia,Lake Kevin,SD,14619,(349) 001-9768,Part-Time,22000.00,43.3,647,Nonprime,No,Prairie Wind Chevrolet,Omaha,NE,68101,2024,Toyota,RAV4,SUV,New,30000.00,2920.00,10600.00,1840.00,18320.00,13.08,60,417.59,7/6/2024,Lease Buyout,S. Patel,Delinquent 30,1,0,Midwest
NRAF-2024-103211,James Chavez,North Dorothyshire,MN,71338,(195) 113-0307,Full-Time,106000.00,34.7,805,Super Prime,No,Redwood Ford,West Valley City,UT,84119,2024,Honda,Civic,Sedan,Used,14300.00,820.00,3200.00,1250.00,11530.00,6.22,63,214.99,10/16/2024,Used Vehicle Purchase,A. Kowalski,Current,0,0,West
NRAF-2024-103212,Andrew Edwards,Christopherborough,MD,85722,(684) 648-2098,Self-Employed,102000.00,18.5,704,Prime,No,Summit Motors,Salt Lake City,UT,84101,2018,Mazda,CX-5,SUV,Used,16300.00,960.00,2400.00,1170.00,14110.00,6.98,36,435.55,9/30/2024,Used Vehicle Purchase,P. Okafor,Delinquent 30,1,0,West
NRAF-2024-103213,Jerry Drake,Joseland,UT,47492,(923) 444-0557,Part-Time,54000.00,25.9,644,Nonprime,No,Bayou City Kia,Houston,TX,77001,2024,Chevrolet,Silverado 1500,Truck,New,44000.00,5120.00,5400.00,3790.00,37270.00,14.3,60,873.02,8/31/2024,Refinance,S. Patel,Current,0,0,South
NRAF-2024-103214,Amy Maynard,North Raymond,ND,17927,(963) 620-9160,Retired,67000.00,31.6,763,Prime,Yes,Bluegrass Motors,Louisville,KY,40201,2024,Tesla,Model 3,Sedan,New,39300.00,7380.00,0.00,2760.00,34680.00,8.5,75,597.65,1/29/2024,Private Party Purchase,K. Osei,Current,0,0,South
NRAF-2024-103215,Steven Craig,Berryville,WV,74450,(231) 901-7066,Full-Time,52000.00,12.8,539,Subprime,No,Front Range Ford,Colorado Springs,CO,80901,2024,Subaru,Forester,SUV,New,27300.00,360.00,0.00,1640.00,28580.00,19.55,63,728.98,7/30/2024,Used Vehicle Purchase,N. Sandoval,Current,0,0,West
NRAF-2024-103216,Samantha Morris,Morganborough,IL,68303,(858) 935-8404,Retired,83000.00,8.8,811,Super Prime,No,Steel City Chevrolet,Pittsburgh,PA,15201,2024,Subaru,Forester,SUV,New,27100.00,0.00,0.00,1640.00,28740.00,4.23,75,436.75,11/25/2024,Private Party Purchase,B. Larsen,Current,0,0,Northeast
NRAF-2024-103217,Ruben Smith,Johnmouth,TX,03101,(656) 564-1656,Military,33000.00,40.6,370,Deep Subprime,No,Steel City Chevrolet,Pittsburgh,PA,15201,2021,Toyota,RAV4,SUV,Used,17900.00,1820.00,0.00,1170.00,17250.00,19.85,66,431.45,11/8/2024,Used Vehicle Purchase,A. Kowalski,Current,0,0,Northeast
NRAF-2024-103218,Robert Mullins,Sylvialand,HI,14659,(207) 018-0589,Military,40000.00,31.9,366,Deep Subprime,No,Rocky Mountain Chevrolet,Provo,UT,84601,2020,Hyundai,Tucson,SUV,Used,14300.00,4960.00,0.00,960.00,10300.00,22.96,60,290.13,1/7/2024,Used Vehicle Purchase,T. Whitfield,Current,0,0,West
NRAF-2024-103219,Ronald Odom,West Christopherchester,GA,80829,(625) 525-7615,Self-Employed,63000.00,17.9,692,Prime,No,Emerald City Subaru,Seattle,WA,98101,2023,Chevrolet,Silverado 1500,Truck,Used,29500.00,2650.00,3400.00,1930.00,25380.00,7.01,72,432.83,5/11/2024,Used Vehicle Purchase,K. Osei,Current,0,0,West
NRAF-2024-103220,Paul Scott,Alexisville,PA,19351,(848) 086-1868,Retired,30000.00,33.6,641,Nonprime,No,Great Lakes Toyota,Chicago,IL,60601,2024,Toyota,Tacoma,Truck,New,43200.00,5470.00,5500.00,2980.00,35210.00,11.77,72,684.16,11/18/2024,New Vehicle Purchase,P. Okafor,Current,0,0,Midwest
NRAF-2024-103221,Mary Hamilton,Janiceside,PR,96600,(997) 853-2101,Part-Time,22000.00,17.8,438,Deep Subprime,No,Canyon View Nissan,Layton,UT,84041,2024,Honda,Civic,Sedan,New,28300.00,5420.00,0.00,1830.00,24710.00,24.74,72,661.68,3/25/2024,New Vehicle Purchase,P. Okafor,Current,0,0,West
NRAF-2024-103222,Michael Barnes,New Kellyview,DC,47134,(37) 658-4901,Retired,72000.00,19.2,765,Prime,No,Wasatch Front Auto Group,Ogden,UT,84401,2024,GMC,Sierra 1500,Truck,Used,24900.00,3100.00,7300.00,1830.00,16330.00,6.82,60,321.97,12/21/2024,Refinance,R. Thompson,Paid Off,0,0,West
NRAF-2024-103223,Debbie Martin,East Darrell,IL,19974,(787) 090-9590,Part-Time,59000.00,26.6,610,Nonprime,No,Bayou City Kia,Houston,TX,77001,2024,Honda,Civic,Sedan,New,29000.00,4680.00,0.00,1860.00,26180.00,10.71,60,565.44,8/4/2024,Used Vehicle Purchase,A. Kowalski,Delinquent 60,1,0,South
NRAF-2024-103224,Holly Lambert,Port Catherinemouth,MT,32906,(991) 838-6488,Self-Employed,54000.00,17.9,424,Deep Subprime,No,Pioneer Auto Sales,Logan,UT,84321,2024,Honda,CR-V,SUV,New,34200.00,4680.00,0.00,2970.00,32490.00,21.6,63,866.41,11/24/2024,Used Vehicle Purchase,G. Sorensen,Current,0,0,West
NRAF-2024-103225,Tony Russell,Sullivanhaven,NM,13208,(717) 752-9694,Self-Employed,88000.00,10.5,792,Super Prime,No,Pacific Coast Nissan,San Diego,CA,92101,2024,Toyota,Tacoma,Truck,New,33300.00,5470.00,1400.00,2970.00,29400.00,5.12,63,533.18,9/14/2024,Lease Buyout,L. Reyes,Current,0,0,West
NRAF-2024-103226,Tiffany Jacobs,Lindsaychester,TN,74965,(897) 881-4124,Full-Time,44000.00,43.4,589,Subprime,No,Golden Gate Honda,San Francisco,CA,94102,2024,Nissan,Altima,Sedan,New,28100.00,650.00,0.00,1820.00,29270.00,15.43,60,702.96,3/6/2024,Private Party Purchase,L. Reyes,Current,0,0,West
NRAF-2024-103227,Kimberly Brown,Padillahaven,MA,43134,(87) 550-5624,Full-Time,77000.00,17.5,780,Prime,No,Silver State Motors,Las Vegas,NV,89101,2024,Toyota,RAV4,SUV,New,36000.00,870.00,0.00,3040.00,38170.00,6.24,66,684.73,8/19/2024,Used Vehicle Purchase,R. Thompson,Repossessed,0,1,West
NRAF-2024-103228,Penny Bush,Erikland,MI,33587,(678) 950-1391,Self-Employed,49000.00,20.8,683,Prime,No,Rocky Mountain Chevrolet,Provo,UT,84601,2020,Chevrolet,Silverado 1500,Truck,Used,26500.00,2920.00,0.00,1780.00,25360.00,5.57,72,415.16,9/20/2024,Used Vehicle Purchase,G. Sorensen,Current,0,0,West
NRAF-2024-103229,Stephanie Ward,Antoniotown,WI,49004,(142) 013-4984,Retired,104000.00,16,695,Prime,No,Summit Motors,Salt Lake City,UT,84101,2024,Nissan,Rogue,SUV,New,34300.00,3690.00,11900.00,2520.00,21230.00,6.31,72,354.96,4/1/2024,Private Party Purchase,H. Blackwood,Current,0,0,West
NRAF-2024-103230,Sarah Marsh,North Tami,WY,86864,(46) 247-8635,Military,41000.00,42.4,582,Subprime,Yes,Twin Cities Ford,Minneapolis,MN,55401,2024,Honda,CR-V,SUV,New,34600.00,3620.00,0.00,2130.00,33110.00,18.85,48,987.37,3/29/2024,Used Vehicle Purchase,K. Osei,Delinquent 30,1,0,Midwest
NRAF-2024-103231,Jane Gomez,New Melissatown,NM,22728,(330) 890-3454,Self-Employed,91000.00,31.8,827,Super Prime,No,Rocky Mountain Chevrolet,Provo,UT,84601,2024,Nissan,Rogue,SUV,Used,18000.00,2830.00,0.00,1420.00,16590.00,5.56,24,731.99,8/2/2024,Private Party Purchase,M. Alvarez,Current,0,0,West
NRAF-2024-103232,Brendan Hernandez,East Brian,FL,42143,(109) 549-6861,Self-Employed,96000.00,17.6,748,Prime,Yes,Timpanogos Honda,Orem,UT,84057,2024,Nissan,Altima,Sedan,New,25800.00,2410.00,0.00,1790.00,25180.00,9.06,72,454.63,10/16/2024,New Vehicle Purchase,R. Thompson,Current,0,0,West
NRAF-2024-103233,Krista Davis,Scottmouth,HI,81359,(99) 199-8467,Self-Employed,56000.00,30.4,515,Subprime,Yes,Mile High Subaru,Denver,CO,80201,2020,Subaru,Forester,SUV,Used,17600.00,510.00,8800.00,1080.00,9370.00,19.16,36,344.23,5/31/2024,Used Vehicle Purchase,K. Osei,Current,0,0,West
NRAF-2024-103234,Heather Johnson,Cooperport,MD,49881,(562) 576-2109,Part-Time,89000.00,24.4,608,Nonprime,No,Lone Star Chevrolet,Dallas,TX,75201,2024,Nissan,Rogue,SUV,New,28300.00,0.00,0.00,2420.00,30720.00,9.64,48,773.84,8/31/2024,New Vehicle Purchase,C. Fitzgerald,Current,0,0,South
NRAF-2024-103235,Amy Parker,Coopershire,PW,06011,(500) 044-4156,Part-Time,47000.00,32,522,Subprime,Yes,Front Range Ford,Colorado Springs,CO,80901,2024,Ford,Escape,SUV,New,29600.00,920.00,0.00,2050.00,30730.00,17.13,63,742.80,9/11/2024,Lease Buyout,L. Reyes,Delinquent 30,1,0,West
NRAF-2024-103236,Blake Henderson,South Dorothyview,TN,97406,(727) 562-2021,Military,48000.00,27.5,676,Prime,No,Pioneer Auto Sales,Logan,UT,84321,2024,Jeep,Wrangler,SUV,New,42300.00,8830.00,7700.00,3770.00,29540.00,6.13,48,695.51,11/15/2024,Used Vehicle Purchase,R. Thompson,Current,0,0,West
NRAF-2024-103237,Felicia Stevenson,East Justin,TX,85882,(53) 701-3760,Self-Employed,90000.00,34.6,702,Prime,No,Wasatch Front Auto Group,Ogden,UT,84401,2019,Nissan,Rogue,SUV,Used,14700.00,870.00,0.00,920.00,14750.00,9.13,36,469.94,12/17/2024,Refinance,N. Sandoval,Current,0,0,West
NRAF-2024-103238,Lauren Lambert,Ortegashire,GA,29302,(489) 323-7756,Full-Time,84000.00,8.3,702,Prime,No,Pacific Coast Nissan,San Diego,CA,92101,2024,Mercedes-Benz,C-Class,Sedan,New,57100.00,0.00,0.00,4080.00,61180.00,6.5,72,1028.43,12/13/2024,Lease Buyout,J. Chen,Paid Off,0,0,West
NRAF-2024-103239,Eric Berg,South Wendy,TX,63370,(532) 414-8426,Retired,18000.00,10.4,645,Nonprime,No,Summit Motors,Salt Lake City,UT,84101,2021,Ram,1500,Truck,Used,35100.00,4430.00,0.00,2330.00,33000.00,11.96,60,733.40,4/4/2024,Used Vehicle Purchase,T. Whitfield,Current,0,0,West
NRAF-2024-103240,Joseph Brown,New Dianaborough,MI,38771,(465) 857-8564,Self-Employed,29000.00,24.4,660,Nonprime,Yes,Bayou City Kia,Houston,TX,77001,2024,Mercedes-Benz,C-Class,Sedan,New,52300.00,0.00,0.00,3620.00,55920.00,9.75,75,998.64,8/30/2024,Refinance,S. Patel,Current,0,0,South
NRAF-2024-103241,Lindsay Alvarado,New Jacqueline,RI,19361,(468) 298-5165,Retired,102000.00,38.3,825,Super Prime,No,Steel City Chevrolet,Pittsburgh,PA,15201,2022,BMW,3 Series,Sedan,Used,25300.00,0.00,1700.00,2220.00,25820.00,4.51,75,395.71,10/9/2024,Used Vehicle Purchase,D. Nguyen,Current,0,0,Northeast
NRAF-2024-103242,Catherine Guzman,Lake Jamesstad,WI,63318,(187) 786-3414,Military,47000.00,41.5,760,Prime,No,Prairie Wind Chevrolet,Omaha,NE,68101,2019,Honda,CR-V,SUV,Used,24800.00,1030.00,1300.00,2120.00,24590.00,6.18,48,579.53,9/23/2024,Used Vehicle Purchase,G. Sorensen,Current,0,0,Midwest
NRAF-2024-103243,Angel Horn,Perezborough,PW,68619,(971) 031-8872,Military,79000.00,10.1,621,Nonprime,No,Canyon View Nissan,Layton,UT,84041,2024,Toyota,Corolla,Sedan,New,25500.00,4550.00,4300.00,1770.00,18420.00,14.41,48,507.15,12/19/2024,Private Party Purchase,K. Osei,Paid Off,0,0,West
NRAF-2024-103244,Barbara Myers,East Sydney,MN,72307,#VALUE!,Full-Time,77000.00,33.3,686,Prime,Yes,Motor City Honda,Detroit,MI,48201,2024,Chevrolet,Equinox,SUV,Used,13000.00,2730.00,0.00,1130.00,11400.00,6.06,72,189.25,8/19/2024,Lease Buyout,T. Whitfield,Current,0,0,Midwest
NRAF-2024-103245,Kim Pierce,Travisberg,AL,59035,#VALUE!,Part-Time,28000.00,41.8,583,Subprime,No,Gulf Coast Honda,Tampa,FL,33601,2024,Nissan,Rogue,SUV,New,32300.00,0.00,0.00,2660.00,34960.00,17.07,60,870.16,11/6/2024,Private Party Purchase,D. Nguyen,Current,0,0,South
NRAF-2024-103246,Curtis Pearson,Murphyton,DC,45641,(987) 908-6865,Self-Employed,62000.00,14.6,747,Prime,No,Carolina Blue Ford,Charlotte,NC,28201,2019,Subaru,Outback,SUV,Used,23200.00,180.00,0.00,1750.00,24770.00,9.27,60,517.44,7/20/2024,Used Vehicle Purchase,E. Whitmore,Current,0,0,South
NRAF-2024-103247,Hayley Rodriguez,East Danielleberg,NY,09357,(170) 593-9670,Self-Employed,82000.00,23.1,685,Prime,No,Timpanogos Honda,Orem,UT,84057,2024,Mercedes-Benz,C-Class,Sedan,New,48700.00,10100.00,0.00,3380.00,41980.00,5.89,60,809.45,5/20/2024,Used Vehicle Purchase,K. Osei,Paid Off,0,0,West
NRAF-2024-103248,Nicole Wilson,Lewiston,SD,07811,(412) 465-5295,Self-Employed,78000.00,44.3,710,Prime,Yes,Bayou City Kia,Houston,TX,77001,2024,Hyundai,Tucson,SUV,New,33100.00,3380.00,0.00,2710.00,32430.00,5.81,72,534.55,1/18/2024,Refinance,J. Chen,Current,0,0,South
NRAF-2024-103249,Steven Jordan,North Rebecca,NM,37944,(202) 271-1318,Military,56000.00,42,600,Subprime,No,Rocky Mountain Chevrolet,Provo,UT,84601,2020,GMC,Sierra 1500,Truck,Used,29600.00,5130.00,0.00,2210.00,26680.00,16.88,72,591.74,9/6/2024,Used Vehicle Purchase,K. Osei,Current,0,0,West
NRAF-2024-103250,Gregory Dean,Suzannestad,MO,21422,(847) 555-7734,Full-Time,96000.00,19.2,681,Prime,No,Summit Motors,Salt Lake City,UT,84101,2023,Nissan,Rogue,SUV,Used,21700.00,2190.00,0.00,1860.00,21370.00,7.47,72,369.18,4/5/2024,Used Vehicle Purchase,D. Nguyen,Current,0,0,West
NRAF-2024-103251,Nancy Jones,Vernonborough,WV,58040,(218) 366-9498,Full-Time,69000.00,25.6,642,Nonprime,No,Buckeye Auto Sales,Columbus,OH,43201,2020,Tesla,Model 3,Sedan,Used,32200.00,1960.00,0.00,2700.00,32940.00,13.63,72,672.24,4/18/2024,Used Vehicle Purchase,K. Osei,Current,0,0,Midwest
NRAF-2024-103252,Amy Browning,Kimshire,MI,87537,(732) 975-8456,Military,117000.00,14.4,836,Super Prime,No,Steel City Chevrolet,Pittsburgh,PA,15201,2021,Nissan,Rogue,SUV,Used,15400.00,2900.00,0.00,970.00,13470.00,5.97,60,260.22,8/9/2024,Used Vehicle Purchase,D. Nguyen,Current,0,0,Northeast
NRAF-2024-103253,Randy George,Mcleanmouth,CA,13534,(469) 845-9890,Full-Time,55000.00,30.4,652,Nonprime,No,Bluff Street Toyota,St. George,UT,84770,2023,Jeep,Grand Cherokee,SUV,Used,19000.00,390.00,0.00,1580.00,20190.00,9.76,72,371.60,11/29/2024,Used Vehicle Purchase,B. Larsen,Current,0,0,West
NRAF-2024-103254,Aaron Brennan,Bakerfort,RI,47308,(626) 465-8899,Self-Employed,50000.00,28,731,Prime,No,Sonoran Kia,Tucson,AZ,85701,2021,Nissan,Altima,Sedan,Used,17400.00,0.00,0.00,1310.00,18710.00,8.86,60,387.12,6/14/2024,Used Vehicle Purchase,N. Sandoval,Current,0,0,West
NRAF-2024-103255,Janet Fuentes,New Nathan,VT,39265,(128) 420-9274,Self-Employed,47000.00,27.5,532,Subprime,No,Canyon View Nissan,Layton,UT,84041,2024,Ford,Escape,SUV,New,32700.00,2510.00,0.00,2450.00,32640.00,16.51,63,778.01,12/24/2024,New Vehicle Purchase,S. Patel,Delinquent 60,1,0,West
NRAF-2024-103256,Henry Thompson,Port Kimberly,IN,74042,(21) 512-8513,Self-Employed,39000.00,13.9,615,Nonprime,No,Motor City Honda,Detroit,MI,48201,2020,Jeep,Grand Cherokee,SUV,Used,23900.00,3070.00,0.00,1850.00,22680.00,10.18,60,483.89,8/3/2024,Used Vehicle Purchase,M. Alvarez,Current,0,0,Midwest
NRAF-2024-103257,Mario Ball,Williamview,OR,62274,(523) 700-8777,Part-Time,93000.00,44.1,678,Prime,No,Sonoran Kia,Tucson,AZ,85701,2021,Hyundai,Elantra,Sedan,Used,14900.00,1310.00,0.00,1170.00,14760.00,7.61,72,255.99,12/25/2024,Refinance,A. Kowalski,Current,0,0,West
NRAF-2024-103258,John Mercer,Jeffreybury,MA,66066,(347) 843-2674,Retired,41000.00,33,469,Deep Subprime,No,Gulf Coast Honda,Tampa,FL,33601,2024,Nissan,Rogue,SUV,New,28600.00,3400.00,0.00,2420.00,27620.00,20.86,60,745.04,3/11/2024,Lease Buyout,S. Patel,Current,0,0,South
NRAF-2024-103259,Sherry Nielsen,Douglasside,VT,62561,(323) 385-4376,Full-Time,77000.00,34.2,836,Super Prime,No,Prairie Wind Chevrolet,Omaha,NE,68101,2022,Jeep,Wrangler,SUV,Used,25800.00,2720.00,4500.00,1740.00,20320.00,4.65,84,283.87,4/27/2024,Refinance,H. Blackwood,Current,0,0,Midwest
NRAF-2024-103260,Elizabeth Webster,Wrightland,DE,10929,(196) 459-9682,Full-Time,90000.00,10.2,796,Super Prime,No,Yellowstone Motors,Bozeman,MT,59715,2024,Mercedes-Benz,C-Class,Sedan,New,52800.00,760.00,8200.00,4430.00,48270.00,4.51,24,2107.10,10/10/2024,New Vehicle Purchase,L. Reyes,Current,0,0,West
NRAF-2024-103261,Jennifer Noble,West Elizabethport,TX,98982,(558) 898-3923,Retired,74000.00,8.4,799,Super Prime,Yes,Silver State Motors,Las Vegas,NV,89101,2024,Hyundai,Elantra,Sedan,New,22700.00,3470.00,0.00,1790.00,21020.00,5.07,60,397.35,4/4/2024,Refinance,J. Chen,Paid Off,0,0,West
NRAF-2024-103262,Christina Richardson,West Rhonda,LA,47373,(670) 779-2445,Part-Time,75000.00,35.8,687,Prime,No,Gem State Auto,Boise,ID,83701,2022,Subaru,Outback,SUV,Used,22500.00,1320.00,0.00,1920.00,23100.00,9.31,36,737.91,3/14/2024,Used Vehicle Purchase,M. Alvarez,Current,0,0,West
